armenian,translations
ԿԱՎՃԵԼ,"мелить, намеливать, намелить"
ԿԱՎՃՈՏ,"мелённый, намелённый, вымеленный"
ԿԱՎՃՈՏԵԼ,"намеливать, намелить, вымеливать, вымелить"
ԿԱՎՃՈՏՎԵԼ,"вымеливаться, вымелиться"
ԿԱՎՈՏ,"глинистый, с примесью глины;запачканный глиной"
ԿԱՎՈՏԵԼ,запачкать глиной
ԿԱՎՈՏՎԵԼ,"запачкаться глиной, выпачкаться в глине"
ԿԱՏԱԼՈԳԱՅԻՆ,каталожный
ԿԱՏԱԼՈԳԱՎՈՐԵԼ,каталогизировать
ԿԱՏԱԼՈԳԱՎՈՐՈՒՄ,каталогизация
ԿԱՏԱԿ,шутка
ԿԱՏԱԿԱԲԱՆ,"шутник, комик"
ԿԱՏԱԿԱԲԱՆԵԼ,"шутить, пошутить"
ԿԱՏԱԿԱԲԱՆՈՒԹՅՈՒՆ,шутки
ԿԱՏԱԿԱՅԻՆ,"шуточный, шутливый"
ԿԱՏԱԿԱՅՆՈՒԹՅՈՒՆ,шутливость
ԿԱՏԱԿԱՆԿԱՐ,шарж
ԿԱՏԱԿԱՆԿԱՐԵԼ,шаржировать
ԿԱՏԱԿԱՆԿԱՐԻՉ,"шаржист;разг;художник, рисующий шаржи"
ԿԱՏԱԿԱՆԿԱՐՉՈՒԹՅՈՒՆ,"рисование карикатур, шаржей;профессия карикатуриста"
ԿԱՏԱԿԱՍԵՐ,"шутливый, забавный"
ԿԱՏԱԿԱՍԻՐԱՅԻՆ,"шутливый, шуточный"
ԿԱՏԱԿԱՍԻՐՈՒԹՅՈՒՆ,"любовь к шутке, балагурству"
ԿԱՏԱԿԱՐԱՐ,"шутя, в шутку"
ԿԱՏԱԿԵԼ,разг;отпускать шуточки
ԿԱՏԱԿԵՐԳԱԿ,"комедиограф, автор комедии;комик"
ԿԱՏԱԿԵՐԳԱԿԱՆ,"комедийный, комический"
ԿԱՏԱԿԵՐԳԱՅԻՆ,"комедийный, комический"
ԿԱՏԱԿԵՐԳՈՒԹՅՈՒՆ,комедия
ԿԱՏԱՂԱԲԱՐ,"бешено, яростно, неистово, исступлённо"
ԿԱՏԱՂԱԲԱՐՈ,"бешеный, буйный, неистовый, бешеного нрава"
ԿԱՏԱՂԱԽՏ,"бешенство, водобоязнь"
ԿԱՏԱՂԱԾ,бешеный
ԿԱՏԱՂԵԼ,"бушевать, бурлить"
ԿԱՏԱՂՈՒԹՅՈՒՆ,"бешенство, исступление, буйство, ярость, неистовство"
ԿԱՏԱՌԱՅԻՆ,катаральный
ԿԱՏԱՐ,привести в исполнение
ԿԱՏԱՐԱԾՈՒ,исполнитель
ԿԱՏԱՐԱՎՈՐ,гребнистый
ԿԱՏԱՐԵԼ,"справлять, справить"
ԿԱՏԱՐԵԼԱԳՈՐԾԵԼ,"совершенствовать, усовершенствовать"
ԿԱՏԱՐԵԼԱԳՈՐԾՈՒԹՅՈՒՆ,совершенствование
ԿԱՏԱՐԵԼԱԳՈՐԾՈՒՄ,совершенствование
ԿԱՏԱՐԵԼԱԳՈՐԾՎԵԼ,"совершенствоваться, усовершенствоваться"
ԿԱՏԱՐԵԼԱՊԵՍ,в совершенстве
ԿԱՏԱՐԵԼԻ,"выполнимый, исполнимый"
ԿԱՏԱՐԵԼԻՈՒԹՅՈՒՆ,"выполнимость, исполнимость"
ԿԱՏԱՐԵԼՈՒԹՅՈՒՆ,"совершенство, верх совершенства"
ԿԱՏԱՐՅԱԼ,"совершённый, идеальный, безупречный, безукоризненный;настоящий, подлинный, истинный, действительный;совершённый, полный, абсолютный"
ԿԱՏԱՐՈՂ,"исполнитель, исполнительница;исполняющий, выполняющий, производящий"
ԿԱՏԱՐՈՂԱԿԱՆ,"исполнительный, исполнительский"
ԿԱՏԱՐՈՂԱԿԱՆՈՒԹՅՈՒՆ,"исполнительство, исполнение"
ԿԱՏԱՐՈՒՄ,"исполнение, выполнение, совершение"
ԿԱՏԱՐՎԵԼ,справляться
ԿԱՏԻԿ,язычок
ԿԱՏՈԴԱՅԻՆ,катодный
ԿԱՏՈՒ,"кошка, кот"
ԿԱՏՎԱԴԱՂՁ,кошачья мята
ԿԱՏՎԱԶԳԻՆԵՐ,кошачьи
ԿԱՏՎԱԼԵԶՈՒ,череда
ԿԱՏՎԱԽՈՏ,валериана
ԿԱՏՎԱՁԱԳ,котёнок
ԿԱՏՎԱՅԻՆ,кошачий
ԿԱՏՎԱՌՅՈՒԾ,"кугуар, пума"
ԿԱՏՎԱՑԵՂ,кошачьи
ԿԱՏՎԻԿ,серёжки
ԿԱՐ,шитьё;шов
ԿԱՐԱԲԻՆԱԿԻՐ,карабинер
ԿԱՐԱԳ,сливочное масло
ԿԱՐԱԳԱՀԱՑ,бутерброд
ԿԱՐԱԳԱՄԱՆ,маслёнка
ԿԱՐԱԿՈՒԼԱԲՈՒԾԱԿԱՆ,каракулеводческий
ԿԱՐԱԿՈՒԼԱԲՈՒԾՈՒԹՅՈՒՆ,каракулеводство
ԿԱՐԱԿՈՒԼԱԲՈՒՅԾ,каракулевод
ԿԱՐԱԿՈՒԼԵ,каракулевый
ԿԱՐԱԿՑԵԼ,"сшивать, сшить"
ԿԱՐԱԿՑՈՒՄ,сшивание
ԿԱՐԱԿՑՎԵԼ,сшиваться
ԿԱՐԱՄԵԼԱՅԻՆ,карамельный
ԿԱՐԱՆ,шов
ԿԱՐԱՆՏԻՆԱՅԻՆ,карантинный
ԿԱՐԱՊ,лебедь;созвездие лебедя
ԿԱՐԱՊԱՅԻՆ,лебединый
ԿԱՐԱՊԱՎԻԶ,с лебединой шеей
ԿԱՐԱՊԵՏ,зачинатель
ԿԱՐԱՊԻԿ,лебедёнок;лебёдка
ԿԱՐԱՍ,"карас, большой глиняный кувшин"
ԿԱՐԱՍԵՂ,швейная игла
ԿԱՐԱՍԻՔ,"домашняя утварь, скарб"
ԿԱՐԱՏԱՆՈՑ,весом в карат
ԿԱՐԱՐԴՅՈՒՆԱԲԵՐՈՒԹՅՈՒՆ,швейная промышленность
ԿԱՐԲԻԴԱՅԻՆ,карбидный
ԿԱՐԲՈԼԱԹԹՈՒ,"карболовая кислота, карболка;разг"
ԿԱՐԳ,"порядок, система;ряд, шеренга, строй;дисциплина, порядок;система, общественный строй, порядок;распорядок;уклад, обычаи, обыкновение;обряд;категория;класс;тип, разряд;серия;профессиональное объединение, цех;сан;ряд"
ԿԱՐԳԱԳԻՐ,"наряд;распоряжение, документ"
ԿԱՐԳԱԳՐԵԼ,"приказывать, приказать, распоряжаться, распорядиться"
ԿԱՐԳԱԳՐՈՒԹՅՈՒՆ,"наряд;распоряжение, документ"
ԿԱՐԳԱԴԻՐ,распорядительный
ԿԱՐԳԱԴՐԻՉ,распорядитель
ԿԱՐԳԱԴՐՈՂԱԿԱՆ,распорядительный
ԿԱՐԳԱԴՐՈՒԹՅՈՒՆ,"распоряжение, приказ"
ԿԱՐԳԱԶԱՆՑ,нарушающий порядок
ԿԱՐԳԱԶՈՒՐԿ,не имеющий разряда
ԿԱՐԳԱԶՐԿԵԼ,"лишать, лишить разряда"
ԿԱՐԳԱԶՐԿՈՒԹՅՈՒՆ,лишение разряда
ԿԱՐԳԱԶՐԿՈՒՄ,расстрижение
ԿԱՐԳԱԶՐԿՎԵԼ,"лишаться, лишиться разряда"
ԿԱՐԳԱԹՈՂ,отрёкшийся;от духовного сана
ԿԱՐԳԱԹՈՂՈՒԹՅՈՒՆ,отречение;от духовного сана
ԿԱՐԳԱԼՈՒՅԾ,расстриженный
ԿԱՐԳԱԽՈՒՄԲ,наряд;группа военнослужащих
ԿԱՐԳԱՀԱՄԱՐ,порядковый номер
ԿԱՐԳԱՅԻՆ,порядковый;разрядный
ԿԱՐԳԱՊԱՀ,дисциплинированный
ԿԱՐԳԱՊԱՀԱԿԱՆ,дисциплинарный
ԿԱՐԳԱՊԱՀՈՒԹՅՈՒՆ,дисциплина;дисциплинированность
ԿԱՐԳԱՍԵՐ,аккуратный
ԿԱՐԳԱՍԻՐՈՒԹՅՈՒՆ,аккуратность
ԿԱՐԳԱՎՈՐԻՉ,регулятор;регулировщик
ԿԱՐԳԱՎՈՐՈՒՄ,"урегулирование, упорядочивание, налаживание"
ԿԱՐԳԵԼ,"назначать, назначить"
ԿԱՐԳԻՆ,"приличный, порядочный;прилично;хорошо, хорошенько"
ԿԱՐԳԻՆՈՒԹՅՈՒՆ,"порядочность, добропорядочность"
ԿԱՐԳՈՒՍԱՐՔ,убранство
ԿԱՐԳՎԵԼ,назначаться
ԿԱՐԴԱԼ,"читать, прочитать, прочесть;читать , декламировать;читать, расшифровывать;угадывать, читать , чувствовать"
ԿԱՐԴԱՑԱԾ,начитанный
ԿԱՐԴԱՑՎԵԼ,читаться
ԿԱՐԴԻՆԱԼ,кардинал
ԿԱՐԴԻՆԱԼԱԿԱՆ,кардинальский
ԿԱՐԵԼ,карел
ԿԱՐԵԼԱԿԱՆ,карельский
ԿԱՐԵԼԻ,"возможный, вероятный"
ԿԱՐԵԼԻՈՒԹՅՈՒՆ,возможность
ԿԱՐԵԿԻՑ,"участливый, отзывчивый, сострадательный"
ԿԱՐԵԿՑԱԲԱՐ,"участливо, сочувственно, сострадательно"
ԿԱՐԵԿՑԱԿԱՆ,"участливый, отзывчивый, сострадательный"
ԿԱՐԵԿՑԵԼ,"сочувствовать, сострадать;соболезновать"
ԿԱՐԵԿՑՈՒԹՅՈՒՆ,"участие, сочувствие, сострадание"
ԿԱՐԵՆԱԼ,"мочь, смочь, уметь, суметь"
ԿԱՐԵՎԵՐ,"глубокий, большой, сильный"
ԿԱՐԵՎՈՐ,"важный, значительный, существенный"
ԿԱՐԵՎՈՐԱԳՈՒՅՆ,важнейший
ԿԱՐԵՎՈՐՈՒԹՅՈՒՆ,"важность, значительность"
ԿԱՐԹ,"удочка;ловушка, западня"
ԿԱՐԹԱԹԵԼ,"леса, леса, леска"
ԿԱՐԹԱԼԱՐ,"леса, леса, леска"
ԿԱՐԹԱՁՈՂ,удилище;багор
ԿԱՐԹԵԼ,"удить, выуживать, выудить;манить заманить в ловушку"
ԿԱՐԹՎԵԼ,"удиться, выуживаться"
ԿԱՐԻ,"весьма, очень"
ԿԱՐԻՃ,скорпион
ԿԱՐԻՔ,"необходимость, нужда, надобность, потребность;нужда, спрос;нужда, нищета, бедность;нужда , естественное отправление"
ԿԱՐԻՔԱՎՈՐ,нуждающийся;бедный
ԿԱՐԾԵԼ,"думать, подумать, считать, находить;полагать, предполагать, предположить, подразумевать;надеяться, казаться"
ԿԱՐԾԵՑՅԱԼ,"подразумеваемый, предполагаемый;мнимый, кажущийся"
ԿԱՐԾԻՔ,"мнение;убеждение, взгляд, точка зрения;иллюзия;сомнение, подозрение"
ԿԱՐԾՅՈՔ,"кажется, по мнению"
ԿԱՐԾՎԵԼ,"считаться, подразумеваться"
ԿԱՐԾՐ,"твёрдый, крепкий;твёрдый, жёсткий, грубый;жёсткий, суровый, жестокий"
ԿԱՐԾՐԱԲԱՐ,"твёрдо, крепко"
ԿԱՐԾՐԱԶՐԱՀ,"в твёрдом панцыре, чешуе"
ԿԱՐԾՐԱԹԱՂԱՆԹ,в твёрдой оболочке
ԿԱՐԾՐԱԹԵՎ,"жесткокрылый, имеющий жёсткие надкрылья"
ԿԱՐԾՐԱԽԵԺ,эбонит
ԿԱՐԾՐԱԽՏ,склероз
ԿԱՐԾՐԱԽՏԱՅԻՆ,склеротический
ԿԱՐԾՐԱԽՏԱՎՈՐ,"склеротик;разг;человек, страдающий склерозом"
ԿԱՐԾՐԱԿԵՂԵՎ,жесткокожий
ԿԱՐԾՐԱԿՈՒՌ,твёрдый
ԿԱՐԾՐԱՀՈՂ,уплотнённый грунт
ԿԱՐԾՐԱՁՈՒՅԼ,твердосплавный
ԿԱՐԾՐԱՄԱՇԿ,"твердокожий;разг;с жёсткой, твёрдой кожей, кожурой"
ԿԱՐԾՐԱՄԱՐՄԻՆ,"репкий, с крепким телосложением"
ԿԱՐԾՐԱՄԻՍ,жилистое мясо
ԿԱՐԾՐԱՆԱԼ,"твердеть, затвердевать, затвердеть, отвердевать, отвердеть;черстветь, зачерстветь, очерстветь, ожесточаться, ожесточиться;сердце зачерствело, ожесточилось, отвердело"
ԿԱՐԾՐԱՆՅՈՒԹ,"твёрдый, крепкий;твёрдый материал"
ԿԱՐԾՐԱՍԻՐՏ,"жестокосердный, чёрствый, бессердечный"
ԿԱՐԾՐԱՍՐՏՈՒԹՅՈՒՆ,"жестокосердие, чёрствость, очерствелость, зачерствелость, бессердечие"
ԿԱՐԾՐԱՎՈՒՆ,твердоватый
ԿԱՐԾՐԱՑԱԾՈՒԹՅՈՒՆ,"затверделость;зачерствелость, очерствелость"
ԿԱՐԾՐԱՑՆԵԼ,"делать, сделать твёрдым;очерствлять, очерствить"
ԿԱՐԾՐԱՑՈՒՄ,"очерствение, зачерствение"
ԿԱՐԾՐԱՔԱՐ,твердокаменный
ԿԱՐԾՐՈՒԹՅՈՒՆ,"твёрдость, жёсткость"
ԿԱՐԿԱԺ,башка
ԿԱՐԿԱՀ,станок;пяльцы
ԿԱՐԿԱՄ,"сжатый, прижатый;медленный, тихий;скованный, онемевший, оцепеневший"
ԿԱՐԿԱՄԱԽՏ,столбняк
ԿԱՐԿԱՄԱԾ,"скованный, оцепеневший"
ԿԱՐԿԱՄԱՅԻՆ,"конвульсивный, судорожный, спазматический"
ԿԱՐԿԱՄԵԼ,"неметь, онеметь, цепенеть, оцепенеть"
ԿԱՐԿԱՄՈՐԵՆ,"конвульсивно, судорожно"
ԿԱՐԿԱՄՈՒԹՅՈՒՆ,"онемение, оцепенение"
ԿԱՐԿԱՄՈՒՄ,"онемение, оцепенение"
ԿԱՐԿԱՆԴԱԿ,"пирог, пирожок"
ԿԱՐԿԱՆԴԱԿԱՎԱՃԱՌ,пирожник
ԿԱՐԿԱՉ,"журчание;щебетание, щебет;хохот, раскаты хохота;бой колоколов, звон"
ԿԱՐԿԱՉԱՀՈՍ,журчащий
ԿԱՐԿԱՉԱՁԱՅՆ,журчащий
ԿԱՐԿԱՉԱՍԱՀ,журчащий
ԿԱՐԿԱՉԵԼ,журчать;щебетать
ԿԱՐԿԱՉՅՈՒՆ,журчание
ԿԱՐԿԱՉՈՒՆ,журчащий
ԿԱՐԿԱՌ,груда камней;выступ
ԿԱՐԿԱՌԵԼ,"простирать, протягивать, протянуть;выступать, выступить, выдвигаться, выдвинуться"
ԿԱՐԿԱՌՈՒՄ,протягивание
ԿԱՐԿԱՌՈՒՆ,"распростёртый, протянутый;выдающийся, крупный, видный;выступающий, рельефный"
ԿԱՐԿԱՌՈՒՆՈՒԹՅՈՒՆ,"рельефность, яркость"
ԿԱՐԿԱՌՎԵԼ,"простираться, протягиваться;выдаваться, выдаться, выступать, выступить"
ԿԱՐԿԱՍ,каркас
ԿԱՐԿԱՍԱՅԻՆ,каркасный
ԿԱՐԿԱՏԱԾ,"чинёный, латаный, заплатанный"
ԿԱՐԿԱՏԱՆ,"заплата, заплатка, латка"
ԿԱՐԿԱՏՈՒՄ,"починка, латание"
ԿԱՐԿԱՏՎԵԼ,"чиниться, лататься"
ԿԱՐԿԻՆ,циркуль
ԿԱՐԿԻՆԱՏՈՒՓ,готовальня
ԿԱՐԿՈՒՏ,град
ԿԱՐԿՏԱԲԵՐ,"градовой, градоносный"
ԿԱՐԿՏԱԽԱՌՆ,смешанный с градом
ԿԱՐԿՏԱԾԵԾ,"побитый, повреждённый градом"
ԿԱՐԿՏԱՀԱՏ,градина;разг;градинка;крупинка града
ԿԱՐԿՏԱՀԱՏԻԿ,градина;разг;градинка;крупинка града
ԿԱՐԿՏԱՀԱՐ,"побитый градом, повреждённый градом"
ԿԱՐԿՏԱՀԱՐԵԼ,"побивать, побить градом"
ԿԱՐԿՏԱՀԱՐՈՒԹՅՈՒՆ,градобитие
ԿԱՐԿՏԱՀԱՐՈՒՄ,градобитие
ԿԱՐՃ,"короткий, недлинный;короткий, невысокий, низкий;короткий, краткий, сжатый;короткий, непродолжительный;коротко, вкратце"
ԿԱՐՃԱԲԱՆ,немногословный
ԿԱՐՃԱԲԱՆԵԼ,говорить коротко
ԿԱՐՃԱԲՈՒՆ,низкоствольный;с короткой рукоятью
ԿԱՐՃԱԲՈՒՐԴ,"короткошёрстый, мелкошёрстный, короткошёрстный;разг"
ԿԱՐՃԱԳԱՆԳ,брахицефал
ԿԱՐՃԱԳԱՆԳՈՒԹՅՈՒՆ,брахицефалия
ԿԱՐՃԱԳԻ,короткохвостый
